apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,days,dewPoint,humidity,icon,locations,moonPhase,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,visibility,windBearing,windSpeed
41.95,1488121200,34.76,1488150000,NaN,2017-02-25,41.94,0.86,clear-day,8b049b660e984912c48da213f2f7c650,0.99,NaN,NaN,NaN,NaN,NaN,rain,997.89,Clear throughout the day.,1488092641,1488130760,49.36,1488121200,41.86,1488150000,1488067200,7.88,217,14.73
38.25,1488200400,28.65,1488232800,0.64,2017-02-26,36.18,0.9,partly-cloudy-day,8b049b660e984912c48da213f2f7c650,0.03,NaN,NaN,NaN,NaN,NaN,rain,985.49,Mostly cloudy until evening.,1488178902,1488217277,42.11,1488200400,34.19,1488236400,1488153600,7.93,223,6.4
34.55,1488286800,24.99,1488261600,0.36,2017-02-27,33.91,0.9,partly-cloudy-day,8b049b660e984912c48da213f2f7c650,0.06,NaN,NaN,NaN,NaN,NaN,rain,984.5,Mostly cloudy until evening.,1488265163,1488303794,41.07,1488286800,31.8,1488265200,1488240000,7.56,249,6.23
37.44,1488384000,27.35,1488340800,0.42,2017-02-28,34.14,0.86,partly-cloudy-day,8b049b660e984912c48da213f2f7c650,0.1,NaN,NaN,NaN,NaN,NaN,rain,994.68,Mostly cloudy until evening.,1488351422,1488390311,43.72,1488384000,32.73,1488348000,1488326400,8.23,248,7.58
40.33,1486515600,31.97,1486594800,0.88,2017-02-07,35.44,0.84,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.41,NaN,NaN,NaN,NaN,NaN,rain,1026.0,Mostly cloudy throughout the day.,1486538907,1486573406,42.24,1486515600,37.2,1486594800,1486512000,4.86,19,5.19
31.18,1486598400,27.95,1486666800,1.0,2017-02-08,31.73,0.84,fog,fe5d591b3509247487a917d4e8a33f65,0.45,NaN,NaN,NaN,NaN,NaN,rain,1027.65,Foggy starting in the evening.,1486625202,1486659916,36.45,1486598400,35.38,1486659600,1486598400,4.33,46,7.94
29.48,1486742400,27.58,1486728000,0.89,2017-02-09,32.59,0.9,fog,fe5d591b3509247487a917d4e8a33f65,0.49,NaN,NaN,NaN,NaN,NaN,rain,1023.78,Foggy until afternoon.,1486711495,1486746427,36.23,1486742400,34.57,1486767600,1486684800,2.43,22,7.81
30.63,1486854000,26.48,1486800000,1.0,2017-02-10,32.42,0.89,fog,fe5d591b3509247487a917d4e8a33f65,0.52,NaN,NaN,NaN,NaN,NaN,rain,1022.33,Foggy until afternoon.,1486797786,1486832937,37.13,1486854000,33.45,1486796400,1486771200,2.68,12,7.91
34.88,1486936800,28.46,1486890000,0.98,2017-02-11,34.97,0.89,fog,fe5d591b3509247487a917d4e8a33f65,0.55,NaN,NaN,NaN,NaN,NaN,rain,1022.37,Foggy until afternoon.,1486884076,1486919448,42.36,1486936800,35.28,1486890000,1486857600,2.43,61,10.09
42.07,1486990800,31.64,1486969200,0.04,2017-02-12,37.31,0.83,clear-day,fe5d591b3509247487a917d4e8a33f65,0.59,NaN,NaN,NaN,NaN,NaN,rain,1021.91,Clear throughout the day.,1486970365,1487005958,48.34,1486990800,39.38,1486969200,1486944000,3.28,81,14.33
51.88,1487084400,32.13,1487044800,0.3,2017-02-13,38.37,0.79,partly-cloudy-night,fe5d591b3509247487a917d4e8a33f65,0.62,NaN,NaN,NaN,NaN,NaN,rain,1023.32,"Mostly cloudy starting in the afternoon, continuing until evening.",1487056652,1487092468,51.88,1487084400,38.2,1487055600,1487030400,5.53,109,7.85
52.29,1487163600,40.55,1487199600,0.47,2017-02-14,45.61,0.9,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.65,NaN,NaN,NaN,NaN,NaN,rain,1027.79,Mostly cloudy until evening.,1487142938,1487178978,52.29,1487163600,45.03,1487199600,1487116800,5.09,184,5.82
52.24,1487253600,39.77,1487214000,0.34,2017-02-15,42.55,0.84,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.68,NaN,NaN,NaN,NaN,NaN,rain,1029.46,Partly cloudy until evening.,1487229222,1487265488,52.24,1487253600,43.65,1487224800,1487203200,6.95,239,7.92
54.84,1487340000,40.09,1487372400,0.27,2017-02-16,42.89,0.82,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.71,NaN,NaN,NaN,NaN,NaN,rain,1027.76,Partly cloudy until afternoon.,1487315505,1487351997,54.84,1487340000,43.51,1487372400,1487289600,6.71,241,5.09
54.07,1487433600,38.88,1487390400,0.42,2017-02-17,41.56,0.84,cloudy,fe5d591b3509247487a917d4e8a33f65,0.74,NaN,NaN,NaN,NaN,NaN,rain,1025.17,Overcast until afternoon.,1487401787,1487438506,54.07,1487433600,42.75,1487458800,1487376000,4.7,207,6.34
53.39,1487516400,35.67,1487476800,0.53,2017-02-18,42.81,0.86,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.77,NaN,NaN,NaN,NaN,NaN,rain,1022.39,Mostly cloudy until evening.,1487488068,1487525015,53.39,1487516400,40.44,1487476800,1487462400,5.7,247,7.71
62.87,1487599200,45.77,1487563200,0.6,2017-02-19,49.84,0.85,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.8,NaN,NaN,NaN,NaN,NaN,rain,1018.63,Mostly cloudy until evening.,1487574347,1487611524,62.87,1487599200,49.65,1487563200,1487548800,6.42,256,11.2
55.57,1487685600,50.6,1487660400,0.78,2017-02-20,48.76,0.86,wind,fe5d591b3509247487a917d4e8a33f65,0.83,NaN,NaN,NaN,NaN,NaN,rain,1015.9,Mostly cloudy until evening and breezy overnight.,1487660625,1487698033,55.57,1487685600,50.6,1487660400,1487635200,6.82,252,12.39
56.17,1487764800,51.5,1487804400,0.92,2017-02-21,48.65,0.83,wind,fe5d591b3509247487a917d4e8a33f65,0.86,NaN,NaN,NaN,NaN,NaN,rain,1008.26,Breezy in the morning and mostly cloudy until evening.,1487746903,1487784541,56.17,1487764800,51.5,1487804400,1487721600,6.91,247,17.03
52.0,1487836800,35.36,1487890800,0.58,2017-02-22,39.98,0.71,wind,fe5d591b3509247487a917d4e8a33f65,0.89,NaN,NaN,NaN,NaN,NaN,rain,998.18,Windy and mostly cloudy until evening.,1487833179,1487871049,52.0,1487836800,42.3,1487890800,1487808000,7.19,258,21.72
44.75,1487944800,30.93,1487919600,0.19,2017-02-23,32.0,0.66,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.93,NaN,NaN,NaN,NaN,NaN,rain,1015.87,Partly cloudy until afternoon.,1487919454,1487957556,48.76,1487944800,37.74,1487919600,1487894400,7.81,282,8.01
50.42,1488031200,38.28,1487984400,0.68,2017-02-24,42.11,0.82,cloudy,fe5d591b3509247487a917d4e8a33f65,0.96,NaN,NaN,NaN,NaN,NaN,rain,1013.64,Overcast until evening.,1488005728,1488044063,50.42,1488031200,42.98,1487980800,1487980800,7.15,219,13.82
52.7,1488110400,42.94,1488067200,0.81,2017-02-25,46.12,0.85,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.99,NaN,NaN,NaN,NaN,NaN,rain,1005.92,Mostly cloudy until evening.,1488092002,1488130570,52.7,1488110400,48.75,1488067200,1488067200,6.4,222,15.42
43.49,1488157200,31.74,1488236400,0.46,2017-02-26,41.21,0.87,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.03,NaN,NaN,NaN,NaN,NaN,rain,990.31,Mostly cloudy until evening.,1488178274,1488217077,48.5,1488157200,38.52,1488236400,1488153600,7.04,215,11.79
39.29,1488322800,28.89,1488265200,0.47,2017-02-27,35.07,0.81,partly-cloudy-day,fe5d591b3509247487a917d4e8a33f65,0.06,NaN,NaN,NaN,NaN,NaN,rain,988.56,Mostly cloudy until evening.,1488264545,1488303583,46.41,1488322800,35.34,1488265200,1488240000,7.47,246,11.65
43.55,1488380400,35.81,1488409200,0.61,2017-02-28,39.07,0.8,wind,fe5d591b3509247487a917d4e8a33f65,0.1,NaN,NaN,NaN,NaN,NaN,rain,998.25,Mostly cloudy throughout the day and breezy overnight.,1488350816,1488390089,48.02,1488380400,42.28,1488348000,1488326400,7.3,243,10.28
53.66,1487685600,44.16,1487660400,0.85,2017-02-20,47.98,0.89,cloudy,f8a762f49d2abffe630be60295f71ed0,0.83,NaN,NaN,NaN,NaN,NaN,rain,1015.73,Overcast throughout the day.,1487660561,1487698116,53.66,1487685600,49.06,1487660400,1487635200,6.76,253,13.92
51.77,1487764800,43.29,1487804400,0.98,2017-02-21,47.44,0.89,wind,f8a762f49d2abffe630be60295f71ed0,0.86,NaN,NaN,NaN,NaN,NaN,rain,1008.36,Breezy in the morning and overcast throughout the day.,1487746841,1487784621,51.77,1487764800,49.3,1487804400,1487721600,5.7,251,19.69
50.07,1487847600,34.21,1487890800,0.63,2017-02-22,39.88,0.75,wind,f8a762f49d2abffe630be60295f71ed0,0.89,NaN,NaN,NaN,NaN,NaN,rain,999.66,Windy and mostly cloudy until evening.,1487833120,1487871126,50.07,1487847600,41.95,1487890800,1487808000,6.77,258,20.13
44.35,1487944800,30.15,1487916000,0.14,2017-02-23,31.94,0.69,partly-cloudy-day,f8a762f49d2abffe630be60295f71ed0,0.93,NaN,NaN,NaN,NaN,NaN,rain,1015.71,Partly cloudy until afternoon.,1487919398,1487957630,48.14,1487944800,36.83,1487973600,1487894400,8.48,294,8.14
43.25,1488031200,35.19,1487980800,0.61,2017-02-24,42.82,0.86,cloudy,f8a762f49d2abffe630be60295f71ed0,0.96,NaN,NaN,NaN,NaN,NaN,rain,1013.62,Overcast until evening.,1488005675,1488044135,49.7,1488031200,39.92,1487980800,1487980800,7.21,217,16.35
50.32,1488106800,40.89,1488150000,0.86,2017-02-25,46.1,0.9,wind,f8a762f49d2abffe630be60295f71ed0,0.99,NaN,NaN,NaN,NaN,NaN,rain,1006.23,Mostly cloudy throughout the day and breezy starting in the evening.,1488091951,1488130639,50.32,1488106800,47.83,1488078000,1488067200,5.49,220,17.75
40.9,1488153600,32.16,1488225600,0.61,2017-02-26,41.2,0.88,partly-cloudy-day,f8a762f49d2abffe630be60295f71ed0,0.03,NaN,NaN,NaN,NaN,NaN,rain,990.8,Mostly cloudy until evening.,1488178226,1488217142,47.93,1488153600,38.92,1488236400,1488153600,6.49,220,15.26
38.34,1488286800,29.95,1488265200,0.51,2017-02-27,35.64,0.81,partly-cloudy-night,f8a762f49d2abffe630be60295f71ed0,0.06,NaN,NaN,NaN,NaN,NaN,rain,988.22,Mostly cloudy throughout the day.,1488264501,1488303646,45.19,1488286800,34.23,1488265200,1488240000,7.36,261,11.89
40.94,1488369600,36.02,1488348000,0.66,2017-02-28,39.25,0.82,wind,f8a762f49d2abffe630be60295f71ed0,0.1,NaN,NaN,NaN,NaN,NaN,rain,998.21,Mostly cloudy throughout the day and breezy overnight.,1488350775,1488390149,46.26,1488369600,42.14,1488348000,1488326400,7.16,251,10.36
52.68,1487343600,39.23,1487372400,0.62,2017-02-16,42.85,0.89,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.71,NaN,0.0,0.0,NaN,0.0,NaN,1027.33,Mostly cloudy throughout the day.,1487315978,1487352294,52.68,1487343600,42.08,1487368800,1487289600,6.95,214,4.37
44.8,1487433600,36.17,1487404800,0.71,2017-02-17,42.23,0.94,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.74,NaN,0.0,0.0,NaN,0.0,NaN,1024.25,Mostly cloudy throughout the day.,1487402257,1487438806,48.33,1487433600,41.17,1487404800,1487376000,3.92,201,6.62
52.12,1487512800,39.54,1487466000,0.79,2017-02-18,44.84,0.9,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.77,NaN,0.0,0.0,NaN,0.0,NaN,1021.71,Mostly cloudy throughout the day.,1487488534,1487525318,52.12,1487512800,43.42,1487487600,1487462400,6.75,234,7.04
57.47,1487599200,45.06,1487556000,0.88,2017-02-19,49.6,0.9,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.8,NaN,0.0,0.0,NaN,0.0,NaN,1018.63,Mostly cloudy throughout the day.,1487574811,1487611830,57.47,1487599200,48.58,1487556000,1487548800,7.24,252,9.59
53.71,1487692800,45.43,1487656800,0.93,2017-02-20,48.62,0.91,cloudy,58f7d1d3ce8cc4e808bf840b56714b38,0.83,NaN,0.2233,5.36,1487692800.0,0.98,rain,1015.05,Overcast throughout the day.,1487661086,1487698342,53.71,1487692800,48.74,1487656800,1487635200,7.56,240,11.14
53.48,1487761200,50.06,1487797200,0.9,2017-02-21,48.39,0.88,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.86,NaN,0.0,0.0,NaN,0.0,NaN,1006.98,Mostly cloudy throughout the day.,1487747360,1487784853,53.48,1487761200,50.06,1487797200,1487721600,8.16,252,14.2
50.22,1487822400,32.19,1487890800,0.7,2017-02-22,40.02,0.79,wind,58f7d1d3ce8cc4e808bf840b56714b38,0.89,NaN,0.1825,4.38,1487840400.0,0.97,rain,997.14,Windy and mostly cloudy until evening.,1487833633,1487871364,50.22,1487822400,39.05,1487890800,1487808000,8.49,264,18.24
42.97,1487944800,29.5,1487919600,0.43,2017-02-23,33.39,0.74,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.93,NaN,0.0,NaN,NaN,0.0,NaN,1015.82,Mostly cloudy throughout the day.,1487919906,1487957874,46.98,1487944800,35.84,1487919600,1487894400,8.95,276,6.98
43.25,1488031200,36.49,1487980800,0.98,2017-02-24,43.24,0.88,cloudy,58f7d1d3ce8cc4e808bf840b56714b38,0.96,NaN,0.3563,8.55,1488045600.0,0.98,rain,1010.93,Overcast throughout the day.,1488006177,1488044384,49.25,1488031200,42.11,1487980800,1487980800,8.02,214,14.41
50.96,1488124800,40.71,1488150000,0.83,2017-02-25,44.49,0.87,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.99,NaN,0.1283,3.08,1488106800.0,0.97,rain,1003.37,Mostly cloudy throughout the day.,1488092447,1488130894,50.96,1488124800,45.47,1488150000,1488067200,8.36,219,13.64
39.48,1488189600,30.04,1488232800,0.62,2017-02-26,38.91,0.88,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.03,NaN,0.0371,0.89,1488193200.0,0.93,rain,988.05,Mostly cloudy throughout the day.,1488178716,1488217404,45.41,1488189600,35.94,1488236400,1488153600,8.42,211,9.49
36.52,1488312000,27.81,1488261600,0.63,2017-02-27,35.73,0.88,partly-cloudy-day,58f7d1d3ce8cc4e808bf840b56714b38,0.06,NaN,0.7963,10.22,1488301200.0,0.98,rain,987.84,Mostly cloudy throughout the day.,1488264985,1488303913,43.78,1488312000,32.71,1488265200,1488240000,8.1,249,10.05
42.6,1488376800,31.88,1488405600,0.71,2017-02-28,37.92,0.84,wind,58f7d1d3ce8cc4e808bf840b56714b38,0.1,NaN,1.1238,10.22,1488409200.0,0.98,rain,997.68,Mostly cloudy until evening and breezy overnight.,1488351253,1488390422,47.0,1488376800,38.53,1488340800,1488326400,8.37,242,8.37
42.61,1486080000,34.04,1486108800,0.3,2017-02-02,39.93,0.82,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.23,NaN,NaN,NaN,NaN,NaN,rain,991.48,Mostly cloudy until afternoon.,1486108208,1486140746,49.0,1486080000,41.02,1486108800,1486080000,7.54,154,13.33
39.3,1486216800,27.14,1486245600,0.0,2017-02-03,34.23,0.87,clear-day,84d414ec45c5b436c8470ce314c3b83f,0.27,NaN,NaN,NaN,NaN,NaN,rain,994.24,Clear throughout the day.,1486194501,1486227267,44.37,1486216800,33.51,1486245600,1486166400,7.65,199,7.38
41.9,1486303200,27.63,1486252800,0.0,2017-02-04,34.35,0.92,clear-day,84d414ec45c5b436c8470ce314c3b83f,0.3,NaN,NaN,NaN,NaN,NaN,rain,1004.67,Clear throughout the day.,1486280793,1486313787,41.9,1486303200,32.33,1486335600,1486252800,5.03,160,1.53
32.59,1486396800,25.57,1486368000,0.18,2017-02-05,32.79,0.94,fog,84d414ec45c5b436c8470ce314c3b83f,0.34,NaN,NaN,NaN,NaN,NaN,rain,1015.66,Foggy in the morning.,1486367082,1486400308,39.89,1486396800,28.87,1486360800,1486339200,3.33,152,7.54
44.97,1486479600,27.63,1486429200,0.49,2017-02-06,37.9,0.94,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.38,NaN,NaN,NaN,NaN,NaN,rain,1013.59,Mostly cloudy until evening.,1486453369,1486486829,44.97,1486479600,36.4,1486501200,1486425600,4.39,153,5.77
32.49,1486558800,28.91,1486594800,0.82,2017-02-07,34.49,0.93,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.41,NaN,NaN,NaN,NaN,NaN,rain,1027.95,Mostly cloudy until evening.,1486539655,1486573350,38.01,1486558800,33.54,1486587600,1486512000,5.27,87,5.56
27.99,1486645200,25.82,1486670400,0.96,2017-02-08,29.94,0.86,cloudy,84d414ec45c5b436c8470ce314c3b83f,0.45,NaN,NaN,NaN,NaN,NaN,snow,1030.07,Overcast until evening.,1486625939,1486659871,35.01,1486645200,32.85,1486674000,1486598400,7.47,86,6.93
28.36,1486735200,25.13,1486760400,0.75,2017-02-09,30.09,0.87,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.49,NaN,NaN,NaN,NaN,NaN,snow,1027.58,Mostly cloudy until evening.,1486712222,1486746392,35.1,1486735200,32.47,1486710000,1486684800,7.15,37,7.82
27.98,1486843200,24.11,1486782000,NaN,2017-02-10,34.25,0.95,clear-day,84d414ec45c5b436c8470ce314c3b83f,0.52,NaN,NaN,NaN,NaN,NaN,rain,1026.81,Clear throughout the day.,1486798503,1486832913,36.93,1486843200,33.23,1486771200,1486771200,4.82,29,11.53
28.16,1486940400,22.95,1486882800,NaN,2017-02-11,33.37,0.93,fog,84d414ec45c5b436c8470ce314c3b83f,0.55,NaN,NaN,NaN,NaN,NaN,rain,1028.4,Foggy overnight.,1486884782,1486919434,37.19,1486940400,33.94,1486890000,1486857600,4.11,66,16.66
36.29,1486994400,27.58,1486947600,0.25,2017-02-12,36.37,0.91,fog,84d414ec45c5b436c8470ce314c3b83f,0.59,NaN,NaN,NaN,NaN,NaN,rain,1027.46,Foggy in the morning.,1486971060,1487005955,43.52,1486994400,37.01,1486962000,1486944000,2.44,83,14.34
37.61,1487080800,26.96,1487037600,0.09,2017-02-13,36.32,0.9,fog,84d414ec45c5b436c8470ce314c3b83f,0.62,NaN,NaN,NaN,NaN,NaN,rain,1024.76,Foggy in the morning.,1487057337,1487092475,42.79,1487080800,34.92,1487059200,1487030400,2.96,106,9.17
45.22,1487170800,38.69,1487134800,0.59,2017-02-14,43.37,0.94,fog,84d414ec45c5b436c8470ce314c3b83f,0.65,NaN,NaN,NaN,NaN,NaN,rain,1025.32,Foggy in the morning.,1487143612,1487178996,48.51,1487170800,42.22,1487120400,1487116800,3.57,174,5.63
41.43,1487250000,35.94,1487232000,0.22,2017-02-15,41.06,0.86,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.68,NaN,NaN,NaN,NaN,NaN,rain,1024.84,Partly cloudy until afternoon.,1487229886,1487265516,48.06,1487250000,42.16,1487221200,1487203200,7.3,245,12.66
47.42,1487343600,40.46,1487314800,0.2,2017-02-16,43.72,0.92,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.71,NaN,NaN,NaN,NaN,NaN,rain,1025.7,Partly cloudy until afternoon.,1487316159,1487352036,49.57,1487343600,42.28,1487318400,1487289600,5.9,226,4.18
50.84,1487430000,38.78,1487404800,0.0,2017-02-17,43.68,0.89,clear-day,84d414ec45c5b436c8470ce314c3b83f,0.74,NaN,NaN,NaN,NaN,NaN,rain,1021.35,Clear throughout the day.,1487402430,1487438556,50.84,1487430000,43.75,1487401200,1487376000,5.19,212,9.74
44.11,1487545200,39.18,1487484000,0.0,2017-02-18,44.02,0.88,clear-day,84d414ec45c5b436c8470ce314c3b83f,0.77,NaN,NaN,NaN,NaN,NaN,rain,1018.58,Clear throughout the day.,1487488700,1487525076,49.54,1487545200,44.48,1487487600,1487462400,7.42,262,11.71
53.51,1487588400,41.52,1487628000,0.61,2017-02-19,47.58,0.9,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.8,NaN,NaN,NaN,NaN,NaN,rain,1014.27,Mostly cloudy until evening.,1487574969,1487611595,53.51,1487588400,46.79,1487631600,1487548800,7.09,267,15.19
52.63,1487707200,36.62,1487656800,0.44,2017-02-20,43.84,0.86,wind,84d414ec45c5b436c8470ce314c3b83f,0.83,NaN,NaN,NaN,NaN,NaN,rain,1010.45,Mostly cloudy until evening and windy starting in the evening.,1487661237,1487698114,52.63,1487707200,41.31,1487664000,1487635200,7.44,246,13.72
51.62,1487721600,36.12,1487750400,0.47,2017-02-21,40.42,0.8,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.86,NaN,NaN,NaN,NaN,NaN,rain,1002.58,Mostly cloudy until evening.,1487747503,1487784633,51.62,1487721600,42.38,1487804400,1487721600,7.66,268,17.69
39.92,1487833200,27.71,1487869200,0.71,2017-02-22,38.73,0.9,wind,84d414ec45c5b436c8470ce314c3b83f,0.89,NaN,NaN,NaN,NaN,NaN,rain,991.17,Mostly cloudy until evening and windy in the afternoon.,1487833769,1487871151,46.84,1487833200,37.05,1487887200,1487808000,6.4,267,11.27
39.44,1487948400,28.45,1487912400,0.27,2017-02-23,33.51,0.78,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.93,NaN,NaN,NaN,NaN,NaN,rain,1013.0,Partly cloudy until evening.,1487920034,1487957669,44.47,1487948400,35.77,1487919600,1487894400,8.29,272,8.52
42.17,1488034800,33.83,1487984400,NaN,2017-02-24,42.93,0.89,clear-day,84d414ec45c5b436c8470ce314c3b83f,0.96,NaN,NaN,NaN,NaN,NaN,rain,1005.5,Clear throughout the day.,1488006298,1488044187,49.27,1488034800,41.15,1487984400,1487980800,7.15,215,17.06
42.79,1488121200,35.63,1488150000,NaN,2017-02-25,42.36,0.85,clear-day,84d414ec45c5b436c8470ce314c3b83f,0.99,NaN,NaN,NaN,NaN,NaN,rain,998.38,Clear throughout the day.,1488092560,1488130704,49.96,1488121200,42.31,1488150000,1488067200,7.69,219,15.32
39.39,1488200400,28.05,1488236400,0.58,2017-02-26,36.73,0.9,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.03,NaN,NaN,NaN,NaN,NaN,rain,985.7,Mostly cloudy until evening.,1488178822,1488217221,42.32,1488200400,34.33,1488236400,1488153600,7.63,224,6.9
34.53,1488286800,24.35,1488261600,0.34,2017-02-27,33.92,0.9,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.06,NaN,NaN,NaN,NaN,NaN,rain,984.52,Mostly cloudy until evening.,1488265083,1488303738,41.5,1488286800,31.29,1488265200,1488240000,7.18,250,7.11
37.14,1488380400,27.13,1488340800,0.4,2017-02-28,34.28,0.86,partly-cloudy-day,84d414ec45c5b436c8470ce314c3b83f,0.1,NaN,NaN,NaN,NaN,NaN,rain,994.76,Mostly cloudy until evening.,1488351344,1488390254,43.55,1488380400,32.98,1488348000,1488326400,7.83,249,8.03
51.3,1487833200,34.37,1487890800,0.71,2017-02-22,39.97,0.73,wind,51fa5362e943615c7b31d367b461fd2c,0.89,NaN,NaN,NaN,NaN,NaN,rain,998.5,Windy and mostly cloudy until evening.,1487833257,1487871137,51.3,1487833200,41.11,1487890800,1487808000,7.09,260,20.81
43.98,1487944800,29.97,1487916000,0.2,2017-02-23,32.09,0.69,partly-cloudy-day,51fa5362e943615c7b31d367b461fd2c,0.93,NaN,NaN,NaN,NaN,NaN,rain,1016.06,Partly cloudy until afternoon.,1487919532,1487957644,48.18,1487944800,36.37,1487916000,1487894400,7.53,279,7.41
43.79,1488031200,36.27,1487980800,0.68,2017-02-24,42.49,0.85,cloudy,51fa5362e943615c7b31d367b461fd2c,0.96,NaN,NaN,NaN,NaN,NaN,rain,1013.68,Overcast until evening.,1488005807,1488044151,49.77,1488031200,41.03,1487980800,1487980800,7.05,218,13.51
52.88,1488110400,41.78,1488150000,0.87,2017-02-25,46.13,0.87,partly-cloudy-day,51fa5362e943615c7b31d367b461fd2c,0.99,NaN,NaN,NaN,NaN,NaN,rain,1005.92,Mostly cloudy throughout the day.,1488092080,1488130658,52.88,1488110400,47.66,1488150000,1488067200,6.55,223,15.19
42.85,1488153600,30.69,1488236400,0.58,2017-02-26,40.81,0.89,partly-cloudy-day,51fa5362e943615c7b31d367b461fd2c,0.03,NaN,NaN,NaN,NaN,NaN,rain,990.26,Mostly cloudy until evening.,1488178353,1488217164,47.57,1488153600,37.23,1488236400,1488153600,6.92,212,11.18
37.48,1488319200,27.78,1488265200,0.55,2017-02-27,35.2,0.83,partly-cloudy-night,51fa5362e943615c7b31d367b461fd2c,0.06,NaN,NaN,NaN,NaN,NaN,rain,988.68,Mostly cloudy throughout the day.,1488264625,1488303670,45.31,1488319200,33.82,1488265200,1488240000,7.23,248,11.52
43.01,1488376800,34.17,1488409200,0.66,2017-02-28,39.03,0.81,wind,51fa5362e943615c7b31d367b461fd2c,0.1,NaN,NaN,NaN,NaN,NaN,rain,998.36,Mostly cloudy in the morning and breezy overnight.,1488350896,1488390176,47.51,1488376800,41.98,1488351600,1488326400,7.21,243,10.18
52.78,1487516400,34.34,1487473200,0.65,2017-02-18,42.63,0.87,partly-cloudy-day,c60d40fa98e6235ba0d1485c4253bfe6,0.77,NaN,NaN,NaN,NaN,NaN,rain,1022.49,Mostly cloudy throughout the day.,1487488105,1487525056,52.78,1487516400,38.61,1487469600,1487462400,5.83,246,7.25
61.36,1487599200,45.6,1487563200,0.78,2017-02-19,49.72,0.87,partly-cloudy-day,c60d40fa98e6235ba0d1485c4253bfe6,0.8,NaN,NaN,NaN,NaN,NaN,rain,1018.84,Mostly cloudy throughout the day.,1487574384,1487611565,61.36,1487599200,49.18,1487563200,1487548800,6.63,257,10.8
54.97,1487685600,45.92,1487660400,0.87,2017-02-20,48.72,0.87,wind,c60d40fa98e6235ba0d1485c4253bfe6,0.83,NaN,NaN,NaN,NaN,NaN,rain,1016.07,Overcast throughout the day and breezy overnight.,1487660662,1487698073,54.97,1487685600,49.95,1487660400,1487635200,7.08,253,12.32
55.02,1487764800,50.81,1487804400,0.95,2017-02-21,48.45,0.85,wind,c60d40fa98e6235ba0d1485c4253bfe6,0.86,NaN,NaN,NaN,NaN,NaN,rain,1008.47,Breezy in the morning and mostly cloudy throughout the day.,1487746940,1487784581,55.02,1487764800,50.81,1487804400,1487721600,7.19,248,16.69
50.99,1487833200,34.38,1487890800,0.7,2017-02-22,39.77,0.73,wind,c60d40fa98e6235ba0d1485c4253bfe6,0.89,NaN,NaN,NaN,NaN,NaN,rain,998.47,Windy and mostly cloudy until evening.,1487833216,1487871089,50.99,1487833200,41.33,1487890800,1487808000,7.55,259,20.87
43.25,1487944800,30.25,1487919600,0.24,2017-02-23,31.76,0.68,partly-cloudy-day,c60d40fa98e6235ba0d1485c4253bfe6,0.93,NaN,NaN,NaN,NaN,NaN,rain,1016.02,Partly cloudy until evening.,1487919491,1487957596,47.5,1487944800,36.82,1487919600,1487894400,8.24,282,7.54
44.09,1488031200,36.59,1487980800,0.68,2017-02-24,42.15,0.84,cloudy,c60d40fa98e6235ba0d1485c4253bfe6,0.96,NaN,NaN,NaN,NaN,NaN,rain,1013.64,Overcast until evening.,1488005766,1488044104,49.75,1488031200,41.41,1487980800,1487980800,7.47,218,13.56
