apparentTemperatureMax,apparentTemperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,cloudCover,days,dewPoint,humidity,icon,locations,moonPhase,precipAccumulation,precipIntensity,precipIntensityMax,precipIntensityMaxTime,precipProbability,precipType,pressure,summary,sunriseTime,sunsetTime,temperatureMax,temperatureMaxTime,temperatureMin,temperatureMinTime,time,visibility,windBearing,windSpeed
52.28,1488110400,42.01,1488150000,0.86,2017-02-25,45.94,0.87,partly-cloudy-day,c60d40fa98e6235ba0d1485c4253bfe6,0.99,NaN,NaN,NaN,NaN,NaN,rain,1005.92,Mostly cloudy throughout the day.,1488092039,1488130610,52.28,1488110400,47.81,1488150000,1488067200,6.73,223,15.01
42.34,1488157200,31.03,1488236400,0.58,2017-02-26,40.7,0.88,partly-cloudy-day,c60d40fa98e6235ba0d1485c4253bfe6,0.03,NaN,NaN,NaN,NaN,NaN,rain,990.26,Mostly cloudy throughout the day.,1488178311,1488217117,47.57,1488157200,37.63,1488236400,1488153600,7.4,214,11.37
38.06,1488322800,27.85,1488265200,0.56,2017-02-27,34.88,0.82,partly-cloudy-night,c60d40fa98e6235ba0d1485c4253bfe6,0.06,NaN,NaN,NaN,NaN,NaN,rain,988.68,Mostly cloudy throughout the day.,1488264583,1488303623,45.4,1488322800,34.07,1488265200,1488240000,7.84,248,11.28
43.0,1488376800,34.55,1488409200,0.69,2017-02-28,38.83,0.81,wind,c60d40fa98e6235ba0d1485c4253bfe6,0.1,NaN,NaN,NaN,NaN,NaN,rain,998.35,Mostly cloudy throughout the day and breezy overnight.,1488350854,1488390129,47.36,1488376800,41.5,1488351600,1488326400,7.64,243,9.96
55.54,1487685600,50.56,1487660400,0.78,2017-02-20,48.76,0.86,wind,07d09eab6c837d4b0c0b17aba37e1dcf,0.83,NaN,NaN,NaN,NaN,NaN,rain,1015.91,Mostly cloudy until evening and breezy overnight.,1487660632,1487698038,55.54,1487685600,50.56,1487660400,1487635200,6.85,252,12.35
56.13,1487764800,51.48,1487804400,0.92,2017-02-21,48.64,0.83,partly-cloudy-day,07d09eab6c837d4b0c0b17aba37e1dcf,0.86,NaN,NaN,NaN,NaN,NaN,rain,1008.27,Mostly cloudy until evening.,1487746909,1487784546,56.13,1487764800,51.48,1487804400,1487721600,6.97,247,16.93
51.93,1487836800,35.35,1487890800,0.58,2017-02-22,39.97,0.71,wind,07d09eab6c837d4b0c0b17aba37e1dcf,0.89,NaN,NaN,NaN,NaN,NaN,rain,998.19,Windy and mostly cloudy until evening.,1487833185,1487871054,51.93,1487836800,42.26,1487890800,1487808000,7.24,258,21.58
44.71,1487944800,30.92,1487919600,0.2,2017-02-23,32.0,0.66,partly-cloudy-day,07d09eab6c837d4b0c0b17aba37e1dcf,0.93,NaN,NaN,NaN,NaN,NaN,rain,1015.88,Partly cloudy until afternoon.,1487919460,1487957562,48.73,1487944800,37.69,1487919600,1487894400,7.88,282,7.93
50.39,1488031200,38.24,1487984400,0.68,2017-02-24,42.11,0.82,cloudy,07d09eab6c837d4b0c0b17aba37e1dcf,0.96,NaN,NaN,NaN,NaN,NaN,rain,1013.64,Overcast until evening.,1488005735,1488044069,50.39,1488031200,42.91,1487980800,1487980800,7.2,219,13.79
52.69,1488110400,42.91,1488067200,0.81,2017-02-25,46.11,0.85,partly-cloudy-day,07d09eab6c837d4b0c0b17aba37e1dcf,0.99,NaN,NaN,NaN,NaN,NaN,rain,1005.91,Mostly cloudy until evening.,1488092008,1488130576,52.69,1488110400,48.73,1488067200,1488067200,6.45,223,15.38
43.44,1488157200,31.74,1488236400,0.47,2017-02-26,41.19,0.87,partly-cloudy-day,07d09eab6c837d4b0c0b17aba37e1dcf,0.03,NaN,NaN,NaN,NaN,NaN,rain,990.3,Mostly cloudy throughout the day.,1488178280,1488217082,48.45,1488157200,38.47,1488236400,1488153600,7.09,215,11.73
39.25,1488322800,28.89,1488265200,0.47,2017-02-27,35.06,0.81,partly-cloudy-day,07d09eab6c837d4b0c0b17aba37e1dcf,0.06,NaN,NaN,NaN,NaN,NaN,rain,988.57,Mostly cloudy until evening.,1488264552,1488303589,46.37,1488322800,35.3,1488265200,1488240000,7.52,246,11.58
43.53,1488380400,35.79,1488409200,0.61,2017-02-28,39.06,0.8,wind,07d09eab6c837d4b0c0b17aba37e1dcf,0.1,NaN,NaN,NaN,NaN,NaN,rain,998.25,Mostly cloudy throughout the day and breezy overnight.,1488350822,1488390094,47.99,1488380400,42.24,1488348000,1488326400,7.35,243,10.2
42.58,1486990800,32.06,1486972800,0.04,2017-02-12,37.42,0.82,clear-day,f69e492442cd452124c75e6805d8e37d,0.59,NaN,NaN,NaN,NaN,NaN,rain,1021.91,Clear throughout the day.,1486970367,1487005961,48.71,1486990800,39.72,1486969200,1486944000,3.29,81,14.25
52.5,1487084400,32.93,1487044800,0.3,2017-02-13,38.28,0.77,partly-cloudy-night,f69e492442cd452124c75e6805d8e37d,0.62,NaN,NaN,NaN,NaN,NaN,rain,1023.32,"Mostly cloudy starting in the afternoon, continuing until evening.",1487056654,1487092471,52.5,1487084400,38.64,1487055600,1487030400,5.54,109,7.8
52.68,1487163600,40.54,1487199600,0.48,2017-02-14,45.67,0.89,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.65,NaN,NaN,NaN,NaN,NaN,rain,1027.79,Mostly cloudy until evening.,1487142940,1487178981,52.68,1487163600,45.01,1487199600,1487116800,5.08,185,5.84
52.66,1487253600,39.86,1487214000,0.35,2017-02-15,42.58,0.83,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.68,NaN,NaN,NaN,NaN,NaN,rain,1029.46,Partly cloudy until evening.,1487229224,1487265491,52.66,1487253600,43.84,1487224800,1487203200,6.97,239,7.89
55.48,1487340000,40.4,1487372400,0.27,2017-02-16,42.87,0.81,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.71,NaN,NaN,NaN,NaN,NaN,rain,1027.77,Partly cloudy until afternoon.,1487315508,1487352001,55.48,1487340000,43.78,1487372400,1487289600,6.72,241,5.07
54.58,1487433600,39.02,1487390400,0.42,2017-02-17,41.59,0.83,cloudy,f69e492442cd452124c75e6805d8e37d,0.74,NaN,NaN,NaN,NaN,NaN,rain,1025.17,Overcast until afternoon.,1487401789,1487438510,54.58,1487433600,42.91,1487390400,1487376000,4.7,207,6.33
53.73,1487516400,36.06,1487476800,0.53,2017-02-18,42.91,0.85,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.77,NaN,NaN,NaN,NaN,NaN,rain,1022.39,Mostly cloudy until evening.,1487488070,1487525019,53.73,1487516400,40.75,1487476800,1487462400,5.71,247,7.67
63.5,1487599200,46.05,1487563200,0.6,2017-02-19,49.89,0.85,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.8,NaN,NaN,NaN,NaN,NaN,rain,1018.64,Mostly cloudy until evening.,1487574350,1487611528,63.5,1487599200,49.85,1487563200,1487548800,6.44,256,11.16
55.8,1487685600,50.82,1487660400,0.78,2017-02-20,48.77,0.85,wind,f69e492442cd452124c75e6805d8e37d,0.83,NaN,NaN,NaN,NaN,NaN,rain,1015.91,Mostly cloudy until evening and breezy overnight.,1487660628,1487698036,55.8,1487685600,50.82,1487660400,1487635200,6.84,252,12.36
56.63,1487764800,51.78,1487804400,0.92,2017-02-21,48.73,0.83,wind,f69e492442cd452124c75e6805d8e37d,0.86,NaN,NaN,NaN,NaN,NaN,rain,1008.27,Breezy in the morning and mostly cloudy until evening.,1487746905,1487784544,56.63,1487764800,51.78,1487804400,1487721600,6.94,247,16.97
52.55,1487836800,35.88,1487890800,0.58,2017-02-22,39.99,0.71,wind,f69e492442cd452124c75e6805d8e37d,0.89,NaN,NaN,NaN,NaN,NaN,rain,998.19,Windy and mostly cloudy until evening.,1487833181,1487871052,52.55,1487836800,42.69,1487890800,1487808000,7.22,258,21.64
45.61,1487944800,31.13,1487919600,0.19,2017-02-23,32.0,0.65,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.93,NaN,NaN,NaN,NaN,NaN,rain,1015.88,Partly cloudy until afternoon.,1487919457,1487957560,49.45,1487944800,37.87,1487919600,1487894400,7.85,282,7.96
50.74,1488031200,38.88,1487984400,0.68,2017-02-24,42.12,0.82,cloudy,f69e492442cd452124c75e6805d8e37d,0.96,NaN,NaN,NaN,NaN,NaN,rain,1013.64,Overcast until evening.,1488005731,1488044067,50.74,1488031200,43.55,1487980800,1487980800,7.18,219,13.81
52.86,1488110400,43.11,1488067200,0.81,2017-02-25,46.19,0.84,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.99,NaN,NaN,NaN,NaN,NaN,rain,1005.92,Mostly cloudy until evening.,1488092004,1488130574,52.86,1488110400,48.89,1488067200,1488067200,6.42,222,15.4
43.84,1488157200,32.11,1488236400,0.46,2017-02-26,41.36,0.87,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.03,NaN,NaN,NaN,NaN,NaN,rain,990.31,Mostly cloudy throughout the day.,1488178276,1488217080,48.78,1488157200,38.78,1488236400,1488153600,7.06,215,11.76
39.73,1488322800,29.35,1488265200,0.47,2017-02-27,35.14,0.8,partly-cloudy-day,f69e492442cd452124c75e6805d8e37d,0.06,NaN,NaN,NaN,NaN,NaN,rain,988.57,Mostly cloudy until evening.,1488264548,1488303586,46.74,1488322800,35.7,1488265200,1488240000,7.5,246,11.61
44.24,1488380400,36.22,1488409200,0.61,2017-02-28,39.18,0.8,wind,f69e492442cd452124c75e6805d8e37d,0.1,NaN,NaN,NaN,NaN,NaN,rain,998.26,Mostly cloudy throughout the day and breezy overnight.,1488350819,1488390092,48.56,1488380400,42.68,1488351600,1488326400,7.33,243,10.24
37.03,1486515600,30.75,1486594800,0.89,2017-02-07,35.34,0.89,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.41,NaN,NaN,NaN,NaN,NaN,rain,1026.14,Mostly cloudy throughout the day.,1486539008,1486573453,39.5,1486515600,35.95,1486594800,1486512000,5.25,22,5.01
28.6,1486648800,26.76,1486670400,1.0,2017-02-08,31.35,0.87,fog,f5e2c06c5530335d2c994d20ed071bcb,0.45,NaN,NaN,NaN,NaN,NaN,rain,1027.76,Foggy overnight.,1486625302,1486659964,35.46,1486648800,33.91,1486681200,1486598400,5.21,51,7.85
27.99,1486742400,26.25,1486710000,0.91,2017-02-09,32.27,0.93,fog,f5e2c06c5530335d2c994d20ed071bcb,0.49,NaN,NaN,NaN,NaN,NaN,rain,1024.01,Foggy until afternoon.,1486711595,1486746476,34.98,1486742400,33.06,1486753200,1486684800,2.58,24,7.83
28.83,1486854000,25.06,1486800000,1.0,2017-02-10,32.19,0.93,fog,f5e2c06c5530335d2c994d20ed071bcb,0.52,NaN,NaN,NaN,NaN,NaN,snow,1022.6,Foggy overnight.,1486797886,1486832987,35.76,1486854000,32.38,1486800000,1486771200,3.0,12,8.2
33.54,1486940400,26.58,1486890000,0.99,2017-02-11,34.77,0.93,fog,f5e2c06c5530335d2c994d20ed071bcb,0.55,NaN,NaN,NaN,NaN,NaN,rain,1022.46,Foggy until afternoon.,1486884175,1486919498,41.19,1486940400,34.18,1486890000,1486857600,2.49,61,10.4
42.21,1486994400,30.5,1486969200,0.08,2017-02-12,36.87,0.84,clear-day,f5e2c06c5530335d2c994d20ed071bcb,0.59,NaN,NaN,NaN,NaN,NaN,rain,1021.79,Clear throughout the day.,1486970463,1487006009,48.37,1486994400,38.33,1486969200,1486944000,3.41,83,13.87
50.57,1487084400,29.82,1487044800,0.45,2017-02-13,38.48,0.83,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.62,NaN,NaN,NaN,NaN,NaN,rain,1023.17,Mostly cloudy throughout the day.,1487056749,1487092520,50.57,1487084400,36.59,1487052000,1487030400,5.58,112,7.79
51.26,1487163600,40.99,1487199600,0.63,2017-02-14,45.68,0.94,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.65,NaN,NaN,NaN,NaN,NaN,rain,1027.63,Mostly cloudy throughout the day.,1487143034,1487179030,51.26,1487163600,45.23,1487199600,1487116800,5.01,184,6.09
51.57,1487257200,39.2,1487224800,0.47,2017-02-15,42.54,0.87,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.68,NaN,NaN,NaN,NaN,NaN,rain,1029.43,Partly cloudy until evening.,1487229318,1487265541,51.57,1487257200,42.46,1487224800,1487203200,7.21,240,7.54
53.25,1487336400,38.69,1487372400,0.39,2017-02-16,42.9,0.86,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.71,NaN,NaN,NaN,NaN,NaN,rain,1027.77,Mostly cloudy until afternoon.,1487315600,1487352051,53.25,1487336400,42.36,1487372400,1487289600,7.05,240,4.82
52.36,1487433600,37.47,1487458800,0.55,2017-02-17,41.4,0.88,fog,f5e2c06c5530335d2c994d20ed071bcb,0.74,NaN,NaN,NaN,NaN,NaN,rain,1025.11,Foggy in the morning.,1487401881,1487438561,52.36,1487433600,40.37,1487458800,1487376000,4.65,205,6.31
52.43,1487516400,34.6,1487473200,0.56,2017-02-18,42.79,0.88,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.77,NaN,NaN,NaN,NaN,NaN,rain,1022.37,Mostly cloudy until evening.,1487488161,1487525071,52.43,1487516400,38.45,1487469600,1487462400,5.88,245,7.16
60.57,1487599200,45.33,1487556000,0.68,2017-02-19,49.72,0.87,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.8,NaN,NaN,NaN,NaN,NaN,rain,1018.72,Mostly cloudy until evening.,1487574440,1487611580,60.57,1487599200,48.92,1487563200,1487548800,6.63,257,10.82
54.48,1487685600,45.59,1487660400,0.86,2017-02-20,48.67,0.88,wind,f5e2c06c5530335d2c994d20ed071bcb,0.83,NaN,NaN,NaN,NaN,NaN,rain,1015.91,Mostly cloudy throughout the day and breezy overnight.,1487660718,1487698089,54.48,1487685600,49.55,1487656800,1487635200,7.04,251,12.06
54.69,1487764800,50.61,1487804400,0.93,2017-02-21,48.37,0.86,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.86,NaN,NaN,NaN,NaN,NaN,rain,1008.21,Mostly cloudy throughout the day.,1487746994,1487784598,54.69,1487764800,50.61,1487804400,1487721600,7.42,248,16.24
50.82,1487808000,33.71,1487890800,0.69,2017-02-22,39.85,0.74,wind,f5e2c06c5530335d2c994d20ed071bcb,0.89,NaN,NaN,NaN,NaN,NaN,rain,998.19,Windy and mostly cloudy until evening.,1487833270,1487871107,50.82,1487808000,40.79,1487890800,1487808000,7.61,259,20.46
43.22,1487948400,29.73,1487919600,0.24,2017-02-23,31.87,0.7,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.93,NaN,NaN,NaN,NaN,NaN,rain,1015.94,Partly cloudy until evening.,1487919544,1487957615,47.03,1487948400,36.53,1487919600,1487894400,8.29,281,7.69
43.85,1488031200,35.85,1487980800,0.68,2017-02-24,42.08,0.85,cloudy,f5e2c06c5530335d2c994d20ed071bcb,0.96,NaN,NaN,NaN,NaN,NaN,rain,1013.4,Overcast until evening.,1488005818,1488044123,49.57,1488031200,40.92,1487980800,1487980800,7.52,218,13.58
52.1,1488110400,41.64,1488150000,0.8,2017-02-25,45.71,0.87,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.99,NaN,NaN,NaN,NaN,NaN,rain,1005.68,Mostly cloudy until evening.,1488092090,1488130631,52.1,1488110400,47.32,1488150000,1488067200,7.05,222,14.78
41.9,1488157200,30.92,1488236400,0.53,2017-02-26,40.46,0.88,partly-cloudy-day,f5e2c06c5530335d2c994d20ed071bcb,0.03,NaN,NaN,NaN,NaN,NaN,rain,990.08,Mostly cloudy throughout the day.,1488178362,1488217138,47.08,1488157200,37.41,1488236400,1488153600,7.66,213,11.11
37.33,1488322800,27.63,1488265200,0.54,2017-02-27,34.97,0.84,partly-cloudy-night,f5e2c06c5530335d2c994d20ed071bcb,0.06,NaN,NaN,NaN,NaN,NaN,rain,988.5,Mostly cloudy in the morning.,1488264633,1488303645,44.83,1488322800,33.85,1488265200,1488240000,7.87,247,11.03
42.98,1488376800,33.94,1488409200,0.68,2017-02-28,38.64,0.82,wind,f5e2c06c5530335d2c994d20ed071bcb,0.1,NaN,NaN,NaN,NaN,NaN,rain,998.21,Mostly cloudy throughout the day and breezy overnight.,1488350903,1488390151,47.29,1488376800,40.79,1488348000,1488326400,7.7,244,9.55
46.21,1486476000,34.8,1486425600,0.62,2017-02-06,39.69,0.88,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.38,NaN,0.6575,10.22,1486486800.0,0.98,rain,1014.25,Partly cloudy throughout the day.,1486452810,1486487112,49.18,1486476000,39.1,1486508400,1486425600,6.52,244,2.53
35.72,1486555200,31.02,1486594800,0.85,2017-02-07,35.85,0.9,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.41,NaN,0.0,0.0,NaN,0.0,NaN,1026.23,Mostly cloudy throughout the day.,1486539106,1486573623,40.36,1486555200,36.12,1486594800,1486512000,6.1,14,4.56
30.28,1486598400,26.4,1486670400,0.99,2017-02-08,31.14,0.87,fog,16bdd6fe40ed85ce99a456af6d7cff93,0.45,NaN,0.3283,7.55,1486638000.0,0.98,rain,1027.62,Foggy overnight.,1486625401,1486660133,35.61,1486598400,33.74,1486681200,1486598400,5.57,54,7.92
27.46,1486742400,25.43,1486713600,0.92,2017-02-09,32.02,0.94,fog,16bdd6fe40ed85ce99a456af6d7cff93,0.49,60.572,0.3321,7.8,1486695600.0,0.98,snow,1024.16,Foggy until afternoon.,1486711694,1486746643,34.79,1486742400,32.42,1486753200,1486684800,2.61,28,8.21
28.52,1486854000,24.06,1486800000,0.98,2017-02-10,31.7,0.92,cloudy,16bdd6fe40ed85ce99a456af6d7cff93,0.52,NaN,0.0,0.0,NaN,0.0,NaN,1022.92,Overcast throughout the day.,1486797986,1486833154,35.58,1486854000,32.29,1486800000,1486771200,3.6,9,8.82
33.2,1486940400,26.36,1486886400,1.0,2017-02-11,34.33,0.92,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.55,NaN,0.4063,9.75,1486868400.0,0.98,rain,1022.19,Mostly cloudy throughout the day.,1486884276,1486919664,41.1,1486940400,34.3,1486886400,1486857600,2.94,59,10.92
43.77,1486994400,30.49,1486969200,0.27,2017-02-12,36.54,0.83,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.59,NaN,0.08,1.92,1486962000.0,0.96,rain,1020.94,Partly cloudy in the morning.,1486970565,1487006174,49.47,1486994400,37.95,1486969200,1486944000,3.78,78,13.26
46.03,1487084400,29.05,1487048400,0.61,2017-02-13,38.61,0.85,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.62,NaN,0.0,0.0,NaN,0.0,NaN,1022.7,Mostly cloudy throughout the day.,1487056853,1487092684,49.64,1487084400,35.8,1487048400,1487030400,5.26,111,7.51
46.1,1487156400,40.61,1487199600,0.78,2017-02-14,45.76,0.96,fog,16bdd6fe40ed85ce99a456af6d7cff93,0.65,NaN,0.0,0.0,NaN,0.0,NaN,1027.48,Foggy in the morning.,1487143138,1487179193,49.63,1487156400,44.96,1487199600,1487116800,4.77,184,6.05
51.42,1487253600,38.33,1487224800,0.63,2017-02-15,42.3,0.87,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.68,NaN,0.0,0.0,NaN,0.0,NaN,1029.6,Mostly cloudy throughout the day.,1487229423,1487265703,51.42,1487253600,41.93,1487221200,1487203200,7.66,236,6.92
52.44,1487340000,37.56,1487372400,0.55,2017-02-16,42.57,0.88,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.71,NaN,0.0,0.0,NaN,0.0,NaN,1027.9,Mostly cloudy throughout the day.,1487315706,1487352212,52.44,1487340000,41.07,1487368800,1487289600,6.96,229,4.36
52.31,1487430000,36.73,1487458800,0.61,2017-02-17,41.28,0.9,fog,16bdd6fe40ed85ce99a456af6d7cff93,0.74,NaN,0.0,0.0,NaN,0.0,NaN,1025.06,Foggy in the morning.,1487401989,1487438721,52.31,1487430000,39.52,1487458800,1487376000,4.68,194,5.83
51.55,1487509200,34.33,1487469600,0.76,2017-02-18,43.04,0.89,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.77,NaN,0.0,0.0,NaN,0.0,NaN,1022.62,Mostly cloudy throughout the day.,1487488269,1487525230,51.55,1487509200,38.06,1487466000,1487462400,6.28,245,6.88
58.82,1487599200,45.13,1487556000,0.86,2017-02-19,49.61,0.9,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.8,NaN,0.0,0.0,NaN,0.0,NaN,1019.28,Mostly cloudy throughout the day.,1487574549,1487611739,58.82,1487599200,48.59,1487556000,1487548800,6.73,259,10.19
54.14,1487685600,45.31,1487656800,0.92,2017-02-20,48.52,0.89,wind,16bdd6fe40ed85ce99a456af6d7cff93,0.83,NaN,0.2233,5.36,1487692800.0,0.98,rain,1016.37,Overcast throughout the day and breezy overnight.,1487660828,1487698247,54.14,1487685600,49.31,1487656800,1487635200,7.76,253,12.41
54.08,1487772000,50.17,1487804400,0.94,2017-02-21,48.47,0.88,wind,16bdd6fe40ed85ce99a456af6d7cff93,0.86,NaN,0.0,0.0,NaN,0.0,NaN,1008.74,Breezy in the morning and mostly cloudy throughout the day.,1487747105,1487784755,54.08,1487772000,50.17,1487804400,1487721600,7.7,249,16.66
50.22,1487815200,33.63,1487890800,0.69,2017-02-22,39.53,0.75,wind,16bdd6fe40ed85ce99a456af6d7cff93,0.89,NaN,0.1825,4.38,1487840400.0,0.97,rain,999.02,Mostly cloudy throughout the day and windy until evening.,1487833381,1487871262,50.22,1487815200,40.46,1487890800,1487808000,8.26,259,19.52
43.57,1487952000,29.25,1487919600,0.32,2017-02-23,31.58,0.71,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.93,NaN,0.0,NaN,NaN,0.0,NaN,1016.32,Partly cloudy throughout the day.,1487919657,1487957770,46.92,1487952000,35.51,1487919600,1487894400,9.19,279,6.76
43.62,1488027600,35.8,1487980800,0.85,2017-02-24,42.4,0.86,cloudy,16bdd6fe40ed85ce99a456af6d7cff93,0.96,NaN,0.3563,8.55,1488045600.0,0.98,rain,1013.37,Overcast throughout the day.,1488005931,1488044277,49.52,1488027600,40.52,1487980800,1487980800,8.09,215,13.73
50.89,1488110400,41.2,1488150000,0.86,2017-02-25,45.72,0.89,wind,16bdd6fe40ed85ce99a456af6d7cff93,0.99,NaN,0.1283,3.08,1488106800.0,0.97,rain,1005.67,Mostly cloudy throughout the day and breezy in the evening.,1488092205,1488130783,50.89,1488110400,46.85,1488150000,1488067200,7.41,222,14.51
41.38,1488153600,30.02,1488236400,0.65,2017-02-26,39.82,0.88,partly-cloudy-day,16bdd6fe40ed85ce99a456af6d7cff93,0.03,NaN,0.0371,0.89,1488193200.0,0.93,rain,989.93,Mostly cloudy throughout the day.,1488178477,1488217290,46.54,1488153600,36.46,1488236400,1488153600,8.14,213,11.15
37.13,1488319200,27.45,1488265200,0.6,2017-02-27,34.85,0.84,wind,16bdd6fe40ed85ce99a456af6d7cff93,0.06,NaN,0.7963,10.22,1488301200.0,0.98,rain,988.86,Mostly cloudy throughout the day and breezy starting in the evening.,1488264749,1488303796,44.78,1488319200,32.8,1488265200,1488240000,8.65,250,11.23
42.24,1488369600,33.46,1488409200,0.75,2017-02-28,38.73,0.83,wind,16bdd6fe40ed85ce99a456af6d7cff93,0.1,NaN,1.1238,10.22,1488409200.0,0.98,rain,998.49,Mostly cloudy throughout the day and breezy overnight.,1488351020,1488390301,46.7,1488369600,40.42,1488351600,1488326400,8.34,241,9.35
42.39,1487833200,33.42,1487883600,0.66,2017-02-22,38.42,0.73,wind,11aeddbd12e79cae8dddb694e200f00d,0.89,NaN,NaN,NaN,NaN,NaN,rain,1000.95,Windy and mostly cloudy until evening.,1487833432,1487871423,49.97,1487833200,41.09,1487887200,1487808000,6.85,261,21.64
43.97,1487948400,30.44,1487908800,0.32,2017-02-23,31.22,0.67,partly-cloudy-day,11aeddbd12e79cae8dddb694e200f00d,0.93,NaN,NaN,NaN,NaN,NaN,rain,1016.87,Partly cloudy until evening.,1487919709,1487957928,47.98,1487948400,36.11,1487919600,1487894400,8.13,287,6.78
41.88,1488063600,38.33,1487980800,1.0,2017-02-24,42.75,0.87,cloudy,11aeddbd12e79cae8dddb694e200f00d,0.96,NaN,NaN,NaN,NaN,NaN,rain,1014.04,Overcast until evening.,1488005986,1488044432,48.29,1488063600,42.17,1487980800,1487980800,6.91,218,14.75
44.34,1488106800,38.72,1488135600,0.88,2017-02-25,46.15,0.93,wind,11aeddbd12e79cae8dddb694e200f00d,0.99,NaN,NaN,NaN,NaN,NaN,rain,1006.47,Mostly cloudy throughout the day and breezy in the evening.,1488092262,1488130937,49.95,1488106800,46.23,1488146400,1488067200,5.82,224,15.33
41.12,1488153600,30.45,1488229200,0.77,2017-02-26,39.4,0.87,partly-cloudy-day,11aeddbd12e79cae8dddb694e200f00d,0.03,NaN,NaN,NaN,NaN,NaN,rain,990.37,Mostly cloudy throughout the day.,1488178537,1488217441,46.68,1488153600,36.36,1488232800,1488153600,6.83,221,12.3
36.61,1488315600,27.9,1488250800,0.58,2017-02-27,33.92,0.79,wind,11aeddbd12e79cae8dddb694e200f00d,0.06,NaN,NaN,NaN,NaN,NaN,rain,989.78,Partly cloudy throughout the day and breezy starting in the evening.,1488264811,1488303944,45.04,1488315600,30.6,1488265200,1488240000,7.71,259,11.87
40.85,1488369600,34.27,1488409200,0.74,2017-02-28,38.25,0.82,wind,11aeddbd12e79cae8dddb694e200f00d,0.1,NaN,NaN,NaN,NaN,NaN,rain,999.23,Mostly cloudy throughout the day and breezy starting in the evening.,1488351084,1488390448,45.13,1488369600,39.31,1488351600,1488326400,6.75,248,8.6
